PIC50_RET wild,can_smile,id,id_new,smiles
7.931814138,CCOc1cc(-c2ccc(N3C[C@@H](N)[C@H](Oc4cnc(OC)c(F)c4)C3)nc2)c2c(C#N)cnn2c1,33059492,patent_33059492,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1C[C@@H](N)[C@@H](C1)OC1=CC(F)=C(OC)N=C1
7.931814138,CN1CC(CCOc2cc(-c3ccc(N4CCC(Oc5ccccn5)CC4)nc3)c3c(C#N)cnn3c2)C1,33059531,patent_33059531,CN1CC(CCOC2=CN3N=CC(C#N)=C3C(=C2)C2=CC=C(N=C2)N2CCC(CC2)OC2=NC=CC=C2)C1
7.928117993,COc1ccc(CN2CCN(c3ccc(-c4cc(-c5cnc(C)s5)cn5ncc(C#N)c45)cn3)CC2)cn1,30813877,patent_30813877,COC1=CC=C(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN=C(C)S2)C=N1
7.928117993,Cn1cc(-c2cc(-c3ccc(N4CCN(S(=O)(=O)C5(C)CC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814369,patent_30814369,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)S(=O)(=O)C1(C)CC1
7.928117993,Cn1cc(-c2cc(-c3ccc(N4CCN(Cc5ccn(C)n5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814440,patent_30814440,CN1C=CC(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)=N1
7.928117993,Cc1ccc(F)cc1C(=O)NC1(C)CCN(c2ccc(-c3cc(OCC4(F)CNC4)cn4ncc(C#N)c34)cn2)CC1,33059437,patent_33059437,CC1=C(C=C(F)C=C1)C(=O)NC1(C)CCN(CC1)C1=NC=C(C=C1)C1=CC(OCC2(F)CNC2)=CN2N=CC(C#N)=C12
7.928117993,CC(C)(O)COc1cc(-c2ccc(N3CCC(C)(NC(=O)c4c(F)cccc4Cl)CC3)nc2)c2c(C#N)cnn2c1,33060041,patent_33060041,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)NC(=O)C1=C(Cl)C=CC=C1F
7.924453039,CCCn1nc(-c2[nH]c3ncccc3c2Cl)c2c(N)ncnc21,,reaxys_31976660,CCCN1N=C(C2=C(Cl)C3=C(N2)N=CC=C3)C2=C1N=CN=C2N
7.924453039,CC(C)n1cc(-c2cc(-c3ccc(N4CCN(Cc5ccccc5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30813747,patent_30813747,CC(C)N1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC2=CC=CC=C2)CC1
7.924453039,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)CCS(C)(=O)=O)CC4)nc3)c3c(C#N)cnn3c2)cn1,30813942,patent_30813942,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)CCS(C)(=O)=O
7.924453039,COCC(=O)NC1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814137,patent_30814137,COCC(=O)NC1CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.924453039,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,32853214,patent_32853214,COC1=CC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC3CN(C)C3)=CN3N=CC(C#N)=C23)C=N1
7.924453039,CC(C)(O)COc1cc(-c2ccc(N3CC[C@](C)(NC(=O)c4ccccc4Cl)C3)nc2)c2c(C#N)cnn2c1,33059380,patent_33059380,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CC[C@@](C)(C1)NC(=O)C1=C(Cl)C=CC=C1
7.920818754,COc1cc2ncnc(Nc3cccc(O)c3F)c2cc1OC,,reaxys_28252775,COC1=C(OC)C=C2C(NC3=CC=CC(O)=C3F)=NC=NC2=C1
7.920818754,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,,chembl_14359949,FC(F)(F)c1c(Cl)ccc(c1)NC(=O)Nc2c(F)cc(cc2)Oc3cc(C(=O)NC)ncc3
7.920818754,Cn1cc(-c2cc(-c3ccc(N4CCC5(CN(Cc6ccccc6)C5)C4)nc3)c3c(C#N)cnn3c2)cn1,30813688,patent_30813688,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCC2(CN(CC3=CC=CC=C3)C2)C1
7.920818754,CCOc1ncc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cc1F,30813812,patent_30813812,CCOC1=C(F)C=C(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)C=N1
7.920818754,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)N[C@@H]5CCOC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814050,patent_30814050,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCN(CC1)C(=O)N[C@@H]1CCOC1
7.920818754,COC[C@H]1CCCN1C(=O)N1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814054,patent_30814054,COC[C@H]1CCCN1C(=O)N1CCN(CC1)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.920818754,CC(C)NC(=O)C1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814219,patent_30814219,CC(C)NC(=O)C1CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.920818754,COc1cncc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)c1,30814443,patent_30814443,COC1=CN=CC(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)=C1
7.920818754,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCc5nc(C)co5)cn5ncc(C#N)c45)cn2)C3)cn1,32853240,patent_32853240,COC1=CC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC3=NC(C)=CO3)=CN3N=CC(C#N)=C23)C=N1
7.920818754,CCOc1cc(-c2cnc(N3CCN(C(=O)[C@H](O)c4cccc(Cl)c4)CC3)cn2)c2c(C#N)cnn2c1,32853330,patent_32853330,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=N1)N1CCN(CC1)C(=O)[C@H](O)C1=CC(Cl)=CC=C1
7.920818754,CCOc1cc(-c2cnc(N3CC4CC(C3)N4Cc3cnc(OC)c(Cl)c3)cn2)c2c(C#N)cnn2c1,32853333,patent_32853333,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=N1)N1CC2CC(C1)N2CC1=CC(Cl)=C(OC)N=C1
7.920818754,COc1ccc(CN2C3CC2CN(c2cnc(-c4cc(OCCN5CCOCC5)cn5ncc(C#N)c45)cn2)C3)cn1,32853339,patent_32853339,COC1=CC=C(CN2C3CC2CN(C3)C2=NC=C(N=C2)C2=CC(OCCN3CCOCC3)=CN3N=CC(C#N)=C23)C=N1
7.920818754,C[C@H](O)COc1cc(-c2ccc(N3CCC(O)(Cc4ncccc4Cl)CC3)nc2)c2c(C#N)cnn2c1,33059822,patent_33059822,C[C@H](O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCC(O)(CC2=NC=CC=C2Cl)CC1
7.920818754,CC(C)(O)COc1cc(-c2cnc(N3CCC(O)(Cc4ccccn4)CC3)cn2)c2c(C#N)cnn2c1,33059829,patent_33059829,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=N1)N1CCC(O)(CC2=NC=CC=C2)CC1
7.920818754,CCOc1cc(-c2cnc(N3CCC(C)(NC(=O)c4cc(F)ccc4C(F)(F)F)CC3)cn2)c2c(C#N)cnn2c1,33059832,patent_33059832,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=NC=C(N=C1)N1CCC(C)(CC1)NC(=O)C1=C(C=CC(F)=C1)C(F)(F)F
7.920818754,CC(C)(O)COc1cc(-c2ccc(N3CCC(O)(Cc4ncccc4F)CC3)nc2)c2c(C#N)cnn2c1,33060133,patent_33060133,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCC(O)(CC2=NC=CC=C2F)CC1
7.91721463,CNC(=O)c1[nH]c2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1C,,reaxys_33664169,CNC(=O)C1=C(C)C2=CC=C(C=C2N1)C1=NN(C(C)C)C2=NC=NC(N)=C12
7.91721463,CO[C@H]1CCN(C(=O)N2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)C1,30814041,patent_30814041,CO[C@H]1CCN(C1)C(=O)N1CCN(CC1)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.91721463,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)CC(C)(C)O)C5(CC5)C4)nc3)c3c(C#N)cnn3c2)cn1,30814121,patent_30814121,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(C(=O)CC(C)(C)O)C2(CC2)C1
7.91721463,COCC(C)NC(=O)C1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814205,patent_30814205,COCC(C)NC(=O)C1CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.91721463,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)C5(c6cccc(Cl)c6)CC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814350,patent_30814350,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)C1(CC1)C1=CC(Cl)=CC=C1
7.913640169,COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCOCC1,,reaxys_28252665,COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=C(F)C=CC(O)=C3C)C2=C1
7.913640169,Cn1cc(-c2cc(-c3ccc(N4[C@H]5CC[C@@H]4C[C@@H](NC(=O)OC(C)(C)C)C5)nc3)c3c(C#N)cnn3c2)cn1,30814148,patent_30814148,[H][C@]12CC[C@]([H])(C[C@H](C1)NC(=O)OC(C)(C)C)N2C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.913640169,CC(C)[C@@H](O)C(=O)N1CC2(CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)C1,30814176,patent_30814176,CC(C)[C@@H](O)C(=O)N1CC2(C1)CCN(CC2)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.913640169,Cc1cnc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,30814445,patent_30814445,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC2=CN=C(C)C=N2)CC1
7.913640169,CC(C)n1cc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,30814446,patent_30814446,CC(C)N1C=C(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)C=N1
7.913640169,Cn1cnc(CN2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)c1,30814450,patent_30814450,CN1C=NC(CN2CCN(CC2)C2=CC=C(C=N2)C2=CC(=CN3N=CC(C#N)=C23)C2=CN(C)N=C2)=C1
7.913640169,N#Cc1cnn2cc(OCCN3CCCC3)cc(-c3ccc(N4CCC(Oc5ccccn5)CC4)nc3)c12,33059533,patent_33059533,N#CC1=C2N(C=C(OCCN3CCCC3)C=C2C2=CC=C(N=C2)N2CCC(CC2)OC2=NC=CC=C2)N=C1
7.913640169,N#Cc1cnn2cc(OCC(N)=O)cc(-c3ccc(N4CCC(Oc5ccccn5)CC4)nc3)c12,33059535,patent_33059535,NC(=O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCC(CC1)OC1=NC=CC=C1
7.913640169,CCOc1cc(-c2ccc(N3CC[C@H](NC(=O)C4(C(F)(F)F)CCC4)[C@@H](O)C3)nc2)c2c(C#N)cnn2c1,33059635,patent_33059635,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CC[C@H](NC(=O)C2(CCC2)C(F)(F)F)[C@@H](O)C1
7.913640169,CC(C)(O)COc1cc(-c2ccc(N3CC(Oc4ccccc4)C3)nc2)c2c(C#N)cnn2c1,33060030,patent_33060030,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CC(C1)OC1=CC=CC=C1
7.910094889,COc1c(Cl)cccc1C(=O)N1C2CC1CN(c1ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn1)C2,30813832,patent_30813832,COC1=C(Cl)C=CC=C1C(=O)N1C2CC1CN(C2)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.910094889,CN(C)C(=O)CCN1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814097,patent_30814097,CN(C)C(=O)CCN1CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.910094889,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)N5CC[C@@H](c6ccccc6)C5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814370,patent_30814370,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)N1CC[C@H](C1)C1=CC=CC=C1
7.910094889,N#Cc1cnn2cc(OCCCO)cc(-c3ccc(N4CCN(Cc5ccc(Cl)cn5)CC4)nc3)c12,32852915,patent_32852915,OCCCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC2=NC=C(Cl)C=C2)CC1
7.910094889,COc1ncc(OC2CCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)cc1F,33059399,patent_33059399,COC1=C(F)C=C(OC2CCN(CC2)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=N1
7.910094889,CN1CC(COc2cc(-c3ccc(N4CCC(C)(NC(=O)c5ccccn5)CC4)nc3)c3c(C#N)cnn3c2)C1,33059580,patent_33059580,CN1CC(COC2=CN3N=CC(C#N)=C3C(=C2)C2=CN=C(C=C2)N2CCC(C)(CC2)NC(=O)C2=CC=CC=N2)C1
7.910094889,CCOc1cc(-c2ccc(N3CCC(CN4CC5CC(C4)N5)(C(=O)NCC(C)C)CC3)nc2)c2c(C#N)cnn2c1,33059741,patent_33059741,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(CN2CC3CC(C2)N3)(CC1)C(=O)NCC(C)C
7.910094889,C[C@@H](NC(=O)N1CCN(c2ccc(-c3nc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1)c1ccc(F)cc1,ex19,patent_ex19,N#Cc1cnn2c1c(nc(c2)c1cnn(c1)C)c1ccc(nc1)N1CCN(CC1)C(=O)N[C@@H](c1ccc(cc1)F)C
7.906578315,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-c4nnc(-c5cccnc5)o4)c3)cc2C(F)(F)F)CC1,,reaxys_30380970,CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(Cl)C(=C3)C3=NN=C(O3)C3=CN=CC=C3)C=C2C(F)(F)F)CC1
7.906578315,CC(C)[C@H](O)C(=O)N1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30813994,patent_30813994,CC(C)[C@H](O)C(=O)N1CCN(CC1)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.906578315,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC5(F)CN(C)C5)cn5ncc(C#N)c45)cn2)C3)cn1,32853220,patent_32853220,COC1=CC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC3(F)CN(C)C3)=CN3N=CC(C#N)=C23)C=N1
7.906578315,CC(C)(O)COc1cc(-c2ccc(N3CCC(C)(NC(=O)c4cc(F)cc(F)c4Cl)CC3)nc2)c2c(C#N)cnn2c1,33059289,patent_33059289,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)NC(=O)C1=C(Cl)C(F)=CC(F)=C1
7.906578315,CCOc1cc(-c2ccc(N3CCC(CO)(NC(=O)c4ncccc4Cl)CC3)nc2)c2c(C#N)cnn2c1,33059474,patent_33059474,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(CO)(CC1)NC(=O)C1=C(Cl)C=CC=N1
7.906578315,CN1CC(F)(COc2cc(-c3ccc(N4CCC(C)(NC(=O)c5ccccc5)CC4)nc3)c3c(C#N)cnn3c2)C1,33059565,patent_33059565,CN1CC(F)(COC2=CN3N=CC(C#N)=C3C(=C2)C2=CN=C(C=C2)N2CCC(C)(CC2)NC(=O)C2=CC=CC=C2)C1
7.906578315,CCOc1cc(-c2ccc(N3CCC(CN4CC[C@H](OC)C4)(C(=O)NCC(C)C)CC3)nc2)c2c(C#N)cnn2c1,33059737,patent_33059737,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(CN2CC[C@@H](C2)OC)(CC1)C(=O)NCC(C)C
7.906578315,COc1ccc(F)c(C(=O)NC2(C)CCN(c3ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn3)CC2)n1,33060042,patent_33060042,COC1=NC(C(=O)NC2(C)CCN(CC2)C2=NC=C(C=C2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)=C(F)C=C1
7.906578315,COCCOc1cc(-c2ccc(N3CCC(C)(NC(=O)c4ncc(F)cc4Cl)CC3)nc2)c2c(C#N)cnn2c1,33060068,patent_33060068,COCCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)NC(=O)C1=C(Cl)C=C(F)C=N1
7.903089987,C[C@H](C(=O)N1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1)c1ccccc1,30813954,patent_30813954,C[C@H](C(=O)N1CCN(CC1)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1)C1=CC=CC=C1
7.903089987,CCC1(C(=O)NCC(C)(C)O)CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814234,patent_30814234,CCC1(CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1)C(=O)NCC(C)(C)O
7.903089987,CO[C@@H](C(=O)N1CCN(c2ncc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1)c1ccccc1,30814269,patent_30814269,CO[C@@H](C(=O)N1CCN(CC1)C1=NC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1)C1=CC=CC=C1
7.903089987,CCOc1cc(-c2ccc(N3CC4CC(C3)N4Cc3cncc(Cl)c3)nc2)c2c(C#N)cnn2c1,32852750,patent_32852750,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CC2CC(C1)N2CC1=CC(Cl)=CN=C1
7.903089987,COc1ccc(CN2C3COCC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,32853270,patent_32853270,COC1=CC=C(CN2C3COCC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=N1
7.903089987,CCOc1cc(-c2ccc(N3CCC(C)(C(=O)Nc4cccnc4)CC3)nc2)c2c(C#N)cnn2c1,33059589,patent_33059589,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)C(=O)NC1=CC=CN=C1
7.903089987,CCOc1cc(-c2ccc(N3CCC(C)(NC(=O)OC4CCCC4)CC3)nc2)c2c(C#N)cnn2c1,33059660,patent_33059660,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)NC(=O)OC1CCCC1
7.899629455,Cn1cc(-c2cc(-c3ccc(N4CCN(Cc5cccn(C)c5=O)CC4)nc3)c3c(C#N)cnn3c2)cn1,30813821,patent_30813821,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC2=CC=CN(C)C2=O)CC1
7.899629455,Cc1ccc(CC(=O)N2CCN(c3ccc(-c4cc(-c5cnn(C)c5)cn5ncc(C#N)c45)cn3)CC2)cn1,30813958,patent_30813958,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)CC1=CC=C(C)N=C1
7.899629455,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)C5CCCNC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30813987,patent_30813987,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)C1CCCNC1
7.899629455,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)C5(O)CC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814022,patent_30814022,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CCN(CC1)C(=O)C1(O)CC1
7.899629455,Cn1cc(-c2cc(-c3ccc(N4CCN(C(=O)NC5CCOCC5)CC4)nc3)c3c(C#N)cnn3c2)cn1,30814067,patent_30814067,CN1C=C(C=N1)C1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCN(CC1)C(=O)NC1CCOCC1
7.899629455,CCOc1cc(-c2ccc(N3CC4CC(C3)N4Cc3cncc(F)c3)nc2)c2c(C#N)cnn2c1,32852751,patent_32852751,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CC=C(N=C1)N1CC2CC(C1)N2CC1=CC(F)=CN=C1
7.899629455,CCOc1ncc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cc1F,32853083,patent_32853083,CCOC1=C(F)C=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=N1
7.899629455,COc1ncc(CN2C3CC2CN(c2ccc(-c4cc(OC[C@H](C)O)cn5ncc(C#N)c45)cn2)C3)cc1Cl,32853251,patent_32853251,COC1=C(Cl)C=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OC[C@H](C)O)=CN3N=CC(C#N)=C23)C=N1
7.899629455,COc1c(F)cc(F)cc1C(=O)NC1(C)CCN(c2ccc(-c3cc(OCC(C)(C)O)cn4ncc(C#N)c34)cn2)CC1,33059260,patent_33059260,COC1=C(C=C(F)C=C1F)C(=O)NC1(C)CCN(CC1)C1=NC=C(C=C1)C1=CC(OCC(C)(C)O)=CN2N=CC(C#N)=C12
7.899629455,CCN1CCN(CCOc2cc(-c3ccc(N4CCC(C)(NC(=O)c5ccccc5)CC4)nc3)c3c(C#N)cnn3c2)CC1,33059567,patent_33059567,CCN1CCN(CCOC2=CN3N=CC(C#N)=C3C(=C2)C2=CN=C(C=C2)N2CCC(C)(CC2)NC(=O)C2=CC=CC=C2)CC1
7.896196279,COc1cc2c(Nc3cc(F)cc(O)c3C)ncnc2cc1OCC(OC)OC,,reaxys_28252571,COC(COC1=C(OC)C=C2C(NC3=CC(F)=CC(O)=C3C)=NC=NC2=C1)OC
7.896196279,N#Cc1cnn2cc(-c3cnn(C4CNC4)c3)cc(-c3ccc(N4CCN(Cc5ccccc5)CC4)nc3)c12,30813730,patent_30813730,N#CC1=C2N(C=C(C=C2C2=CC=C(N=C2)N2CCN(CC3=CC=CC=C3)CC2)C2=CN(N=C2)C2CNC2)N=C1
7.896196279,C[C@H](O)CC(=O)N1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30813997,patent_30813997,C[C@H](O)CC(=O)N1CCN(CC1)C1=CC=C(C=N1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.896196279,CC1(NC(=O)c2ccccn2)CCN(c2ccc(-c3cc(OCC4CNC4)cn4ncc(C#N)c34)cn2)CC1,33059579,patent_33059579,CC1(CCN(CC1)C1=NC=C(C=C1)C1=CC(OCC2CNC2)=CN2N=CC(C#N)=C12)NC(=O)C1=CC=CC=N1
7.896196279,CCN1CCO[C@@H](COc2cc(-c3cnc(N4CCC(C)(NC(=O)c5c(C)cccc5Cl)CC4)cn3)c3c(C#N)cnn3c2)C1,33060124,patent_33060124,CCN1CCO[C@@H](COC2=CN3N=CC(C#N)=C3C(=C2)C2=NC=C(N=C2)N2CCC(C)(CC2)NC(=O)C2=C(Cl)C=CC=C2C)C1
7.89279003,COCCNC(=O)N1CCN(c2ccc(-c3cc(-c4cnn(C)c4)cn4ncc(C#N)c34)cn2)CC1,30814085,patent_30814085,COCCNC(=O)N1CCN(CC1)C1=NC=C(C=C1)C1=CC(=CN2N=CC(C#N)=C12)C1=CN(C)N=C1
7.89279003,Cc1cccc(Cl)c1C(=O)NC1(C)CCN(c2ccc(-c3cc(OCC(C)(C)O)cn4ncc(C#N)c34)cn2)CC1,33059255,patent_33059255,CC1=CC=CC(Cl)=C1C(=O)NC1(C)CCN(CC1)C1=NC=C(C=C1)C1=CC(OCC(C)(C)O)=CN2N=CC(C#N)=C12
7.89279003,CC(C)(O)COc1cc(-c2ccc(N3CCC(C)(NC(=O)c4ccccc4)C3)nc2)c2c(C#N)cnn2c1,33059372,patent_33059372,CC(C)(O)COC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(C1)NC(=O)C1=CC=CC=C1
7.89279003,CCOc1cc(-c2ccc(N3CCC(C)(C(=O)NCC4CC4)CC3)nc2)c2c(C#N)cnn2c1,33059593,patent_33059593,CCOC1=CN2N=CC(C#N)=C2C(=C1)C1=CN=C(C=C1)N1CCC(C)(CC1)C(=O)NCC1CC1
